OID_,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE
35,1,24,119.819893670573407,35,-123.781757849999963,39.512410051000074,-123.781053355999973,39.513341141000069,30.373081563386734
36,1,23,120.106725062744900,36,-123.781757849999963,39.512410051000074,-123.781002124999986,39.513319792000061,32.758741128125784
37,1,43,120.415148923780137,37,-123.781757849999963,39.512410051000074,-123.782814462999966,39.513121722000051,-48.990818150456171
38,1,22,125.303877057010396,38,-123.781757849999963,39.512410051000074,-123.780898230999981,39.513321319000056,36.154383551386999
39,1,28,128.464251010730720,39,-123.781757849999963,39.512410051000074,-123.781216732999951,39.513488541000072,21.237555799113604
40,1,25,130.533747441306957,40,-123.781757849999963,39.512410051000074,-123.780929363999974,39.513395184000046,33.080352203974407
41,1,21,134.425779663785164,41,-123.781757849999963,39.512410051000074,-123.780778614999974,39.513353792000032,38.788802734661004
42,1,26,134.684782931500962,42,-123.781757849999963,39.512410051000074,-123.781047664999960,39.513491259000034,26.965637271042748
43,2,1,10.105827569112789,1,-123.781720581999991,39.512323727000080,-123.781757849999963,39.512410051000074,-18.490146602717218
44,2,3,12.909858996302589,2,-123.781720581999991,39.512323727000080,-123.781582597999943,39.512277930000039,113.194596658847431
45,2,6,13.819258463539432,3,-123.781720581999991,39.512323727000080,-123.781658761999950,39.512438617000043,22.625714238119130
46,2,4,20.514197731788599,4,-123.781720581999991,39.512323727000080,-123.781482132999940,39.512328889000059,88.399023181155115
47,2,5,25.458017243812641,5,-123.781720581999991,39.512323727000080,-123.781521355999985,39.512493328000062,42.298408598982860
48,2,42,26.712652377015036,6,-123.781720581999991,39.512323727000080,-123.781979398999965,39.512456761000067,-56.431893377421744
49,2,7,34.087828265859329,7,-123.781720581999991,39.512323727000080,-123.781527402999984,39.512591824000026,29.167100891930442
50,2,18,34.606135961061675,8,-123.781720581999991,39.512323727000080,-123.781350501999952,39.512201327000071,113.121883398882687
51,2,41,37.899610917805944,9,-123.781720581999991,39.512323727000080,-123.781987586999946,39.512595303000069,-37.290769357571925
52,2,8,40.482215004683738,10,-123.781720581999991,39.512323727000080,-123.781548472999987,39.512663104000069,21.445575420086303
53,2,16,43.021117195908403,11,-123.781720581999991,39.512323727000080,-123.781372005999970,39.512601662000066,44.170241637507310
54,2,15,46.103773755261322,12,-123.781720581999991,39.512323727000080,-123.781379832999960,39.512644310000042,39.464687385084503
55,2,9,48.684401484449062,13,-123.781720581999991,39.512323727000080,-123.781431388999977,39.512700693000056,30.719813385763779
56,2,10,55.510777088755049,14,-123.781720581999991,39.512323727000080,-123.781429749999973,39.512770085000056,26.779550050951094
57,2,17,59.343871395359812,15,-123.781720581999991,39.512323727000080,-123.781138794999947,39.512611166000056,57.468263897917751
58,2,14,62.347152150145263,16,-123.781720581999991,39.512323727000080,-123.781172821999974,39.512691600000039,49.073099719000680
59,2,13,62.990888591172620,17,-123.781720581999991,39.512323727000080,-123.781256368999948,39.512762592000058,39.328239242027237
